MARCH1	5.04575749056067
PCNX2	6.39794000867204
LPIN2	5.04575749056067
DCDC2C	5.52287874528034
HUNK	5.39794000867204
CR2	5.15490195998574
SDHAF4	7.52287874528034
ACHE	5.30102999566398
TCERG1L	5.30102999566398
ACP7	5.04575749056067
CRTAC1	5.04575749056067
PTPRD	9.04575749056067
SRR	8.52287874528034
TNRC6A	5.30102999566398
AC073333.2	5.22184874961636
SULT4A1	5.04575749056067
ROR2	5.39794000867204
OSBPL1A	6
LIMS2	5.52287874528034
DAAM1	5.30102999566398
SRBD1	6
AL138733.1	6.69897000433602
LINC00348	5.52287874528034
JMJD1C	5.30102999566398
PON2	5.30102999566398
FREM2	5.69897000433602
AC009093.10	5.22184874961636
PIEZO2	6
LINC02794	5.09691001300806
AC105383.1	5.22184874961636
HECTD4	16
GCK	17.301029995664
GABRA4	6
TNFAIP6	6.04575749056067
ALK	6.30102999566398
ZIC1	6.39794000867204
PCSK6	7.69897000433602
PALLD	6.09691001300806
ISCA2	5.52287874528034
AL049828.1	5.30102999566398
AC079298.3	5.39794000867204
ATP8A1	5.69897000433602
IL23R	5.30102999566398
AK5	5.09691001300806
FMO4	5.39794000867204
BECN1	5.52287874528034
MYT1L	5.52287874528034
TMEM132D	5.39794000867204
AL157838.1	5.30102999566398
HDAC9	5.69897000433602
AL050403.2	8
TXNL4B	60
UBAP2	9
CAMK2G	7.69897000433602
CHUK	9
AC118942.1	8.69897000433602
RPSAP52	16.0457574905607
AC025575.1	9.22184874961636
PITPNM2	8.69897000433602
USP3	9.52287874528034
ZZEF1	13.397940008672
RELN	8
CTTNBP2	9.52287874528034
AC022784.1	8.04575749056067
PINX1	9.22184874961636
ZNF34	7.69897000433602
GLIS3	14.5228787452803
OSBPL7	7.30102999566398
UBE2Z	12.698970004336
AL133464.1	7.52287874528034
HORMAD2	8.04575749056067
SAMM50	9.52287874528034
AL513166.1	8.30102999566398
CFAP77	8
AL132857.1	7.52287874528034
XYLT1	8.30102999566398
IGF2BP2	56.397940008672
AC097522.2	7.69897000433602
SLC9B2	9.22184874961636
NUDT6	7.69897000433602
YTHDC2	7.30102999566398
NFKBIL1	13.2218487496164
HLA-DOB	10.1549019599857
RBMS1	11
SPHKAP	7.52287874528034
PTH1R	7.69897000433602
TRPM1	6.69897000433602
ADARB1	6.22184874961636
AC025180.1	5.39794000867204
MASP1	6.09691001300806
MAGEC3	6.30102999566398
LINC02030	6.09691001300806
AC018767.3	6
PALD1	6
AC073316.3	6.04575749056067
CPED1	6.52287874528034
CSMD1	5.04575749056067
TGFB1	6
SH2B2	5.04575749056067
ELFN1	5.52287874528034
SPTB	5.15490195998574
TAF12	5.39794000867204
ANO4	5.09691001300806
PPARA	5.39794000867204
APCDD1L-DT	5.52287874528034
AGMO	8.30102999566398
AL035401.1	5.69897000433602
UNC5C	5.30102999566398
LINC00370	8.04575749056067
ANKH	12.5228787452803
C1GALT1	7.15490195998574
AC105052.5	9.52287874528034
DOCK4	7.09691001300806
AKTIP	7.39794000867204
AC090771.2	10.5228787452803
CHMP4B	8.22184874961636
LINC01339	6.15490195998574
AC110620.2	7.15490195998574
SYK	5.30102999566398
DNER	7.15490195998574
LINC01611	6
GRK5	8.15490195998574
CCNQ	8.69897000433602
PPARD	5.52287874528034
CCDC102A	5.30102999566398
TGFBR3	6.04575749056067
MSH3	8
STX8	6
CELSR1	6.15490195998574
SNX7	6.09691001300806
ST6GALNAC3	6
EDARADD	7.15490195998574
SCGN	6.30102999566398
MCM6	6.04575749056067
NRXN1	7
DARS	6.09691001300806
NLGN1	6
PEX5L	7
LINC02484	7
FBXL7	6.30102999566398
BICC1	10.0969100130081
RBM19	6.39794000867204
FGF14	7
AC111152.1	6.15490195998574
PBX4	6.22184874961636
TRIOBP	6.15490195998574
PRRX1	7.22184874961636
BCL9	7.52287874528034
ASB3	6.39794000867204
CCDC149	6.52287874528034
LINC01010	7.30102999566398
RHOBTB1	6.09691001300806
BEST3	6.04575749056067
AL162493.1	7.30102999566398
RPGRIP1L	6.69897000433602
SNHG17	6.69897000433602
AJ009632.2	7.15490195998574
TTLL8	6.09691001300806
ZSCAN20	6.52287874528034
AC011362.1	6.39794000867204
SLC16A13	12.0969100130081
AL132711.1	5.09691001300806
TTC39C	7.15490195998574
CHCHD6	6.15490195998574
AC091096.1	7.52287874528034
KCNQ1; KCNQ1; CD81; PHLDA2 - NAP1L4	14
RAB11FIP3	5.09691001300806
ANKFN1	5.39794000867204
AC008440.1	5.69897000433602
CABLES2	5.09691001300806
AP000344.1	5.39794000867204
POU2F1	5.52287874528034
LRP1B	6.52287874528034
TTN-AS1	5.15490195998574
GPR55	6.22184874961636
AC077690.1	5.39794000867204
LMCD1-AS1	5.39794000867204
ARHGEF3	5.09691001300806
LINC01322	5.39794000867204
ARL9	6
